processo,perda,condenacao,previsto_melhor,previsto_motor_atual
8246709-73.2025.8.26.4328,1,10262.12,11071.11,11073.82
7548801-18.2025.8.19.9965,1,16945.61,11631.26,11643.11
3547974-90.2025.8.08.0872,0,0.00,930.07,974.32
4342286-60.2025.8.13.7560,0,0.00,657.82,654.10
8023201-84.2025.8.16.1142,0,0.00,366.88,351.79
4537440-82.2025.8.18.0447,0,0.00,1409.01,1412.68
7331988-36.2025.8.21.4548,1,18355.45,14619.09,14647.49
2744756-79.2025.8.18.3628,0,0.00,2062.89,2069.73
6272516-16.2025.8.27.5756,0,0.00,376.59,361.62
7433888-29.2025.8.09.9897,0,0.00,588.67,611.28
6736096-52.2025.8.13.8109,0,0.00,637.28,640.32
3595840-13.2025.8.05.8989,0,0.00,642.36,640.36
3527633-82.2025.8.13.7893,0,0.00,506.72,504.55
7679421-78.2025.8.22.8286,0,0.00,132.02,141.74
2375401-80.2025.8.11.1628,0,0.00,1238.45,1207.10
3951031-49.2025.8.22.1471,0,0.00,130.05,130.79
8252034-71.2025.8.11.9963,0,0.00,896.31,957.48
1760016-61.2025.8.24.1098,1,13571.11,2041.42,2050.63
5982251-23.2025.8.26.1150,0,0.00,323.20,324.63
9356874-38.2025.8.22.7664,1,8418.31,8338.58,8338.17
8018084-51.2025.8.04.6886,0,0.00,970.06,974.38
2214111-45.2025.8.12.7819,0,0.00,371.24,373.03
9483468-65.2025.8.11.0876,0,0.00,469.60,450.71
4619050-61.2025.8.01.1759,0,0.00,637.19,620.44
6971383-43.2025.8.04.5901,1,9758.69,8507.20,8513.98
8785039-17.2025.8.22.4826,1,12365.25,4601.75,4616.00
8079964-13.2025.8.01.7779,1,10757.71,9190.87,9191.71
3909749-77.2025.8.24.9060,0,0.00,426.22,428.78
3567299-53.2025.8.06.3115,0,0.00,614.15,607.89
4418369-66.2025.8.07.7630,0,0.00,13611.18,13644.92
9634366-07.2025.8.04.3783,0,0.00,2113.87,2059.86
2357331-39.2025.8.12.9026,0,0.00,78.98,84.81
9886433-20.2025.8.20.8362,0,0.00,1614.08,1577.38
5553530-78.2025.8.13.0329,0,0.00,1380.96,1349.53
7316041-39.2025.8.26.8735,1,8630.54,12693.35,12700.90
6879357-67.2025.8.16.6015,0,0.00,4058.65,4051.80
8436498-78.2025.8.22.5042,0,0.00,725.78,729.91
1694254-76.2025.8.12.2643,0,0.00,94.45,90.42
9030359-79.2025.8.20.4668,1,10161.77,8257.39,8253.51
8307341-91.2025.8.22.3169,1,15143.89,15469.42,15471.09
8995652-04.2025.8.18.4416,0,0.00,1731.87,1736.57
4465917-05.2025.8.03.4741,0,0.00,615.20,613.44
1629179-89.2025.8.08.7279,0,0.00,451.15,449.34
9821212-42.2025.8.21.7545,0,0.00,8286.19,8324.90
1821458-80.2025.8.21.7107,1,1050.10,739.55,736.28
5645027-68.2025.8.04.8173,1,13986.00,11383.04,11326.86
5042118-05.2025.8.24.0104,1,4251.84,3812.39,3802.11
8771224-47.2025.8.19.5499,1,10218.20,8131.92,8139.80
7202377-26.2025.8.27.9013,0,0.00,140.88,140.58
5943001-64.2025.8.27.0942,1,12650.94,9900.04,9929.20
3119301-35.2025.8.03.4602,0,0.00,5519.10,5500.88
1566851-86.2025.8.01.7114,0,0.00,255.93,257.28
6855338-66.2025.8.24.7360,0,0.00,8403.50,8382.78
9384070-31.2025.8.21.0509,0,0.00,617.78,620.60
5625376-37.2025.8.02.2845,0,0.00,339.83,341.58
7546424-42.2025.8.20.8252,0,0.00,370.47,355.95
7992461-62.2025.8.24.2439,0,0.00,194.68,195.70
8360398-36.2025.8.27.7274,0,0.00,13434.94,13345.19
7185330-74.2025.8.15.3103,1,16562.74,6317.13,6325.41
1341962-56.2025.8.22.3550,0,0.00,784.73,774.16
5650429-41.2025.8.14.7684,0,0.00,324.36,322.49
8055431-38.2025.8.25.5973,1,7423.03,3183.01,3201.73
8324747-28.2025.8.14.6379,0,0.00,5475.37,5490.57
9351063-94.2025.8.21.1579,0,0.00,1998.42,2017.15
4673912-53.2025.8.07.8799,0,0.00,6474.21,6470.22
2583093-39.2025.8.18.5021,1,6610.28,4750.35,4758.62
4389691-56.2025.8.27.1507,0,0.00,137.86,136.37
4948003-45.2025.8.12.1978,0,0.00,833.77,829.63
3745130-44.2025.8.18.7389,0,0.00,4344.32,4358.73
5652599-45.2025.8.04.7965,0,0.00,1497.08,1531.61
7681398-64.2025.8.12.9624,0,0.00,74.86,72.62
6722722-00.2025.8.17.1260,0,0.00,674.77,657.49
5245477-78.2025.8.10.1576,0,0.00,295.30,283.67
9967875-14.2025.8.18.3586,0,0.00,189.26,186.41
3877778-08.2025.8.18.6618,0,0.00,1139.65,1145.55
3887276-55.2025.8.12.8765,0,0.00,304.56,301.29
3960312-70.2025.8.06.2632,0,0.00,152.61,152.13
4257394-95.2025.8.07.6184,0,0.00,4118.76,4111.91
1183676-14.2025.8.02.5298,0,0.00,1965.48,1969.97
3642325-45.2025.8.03.0983,1,21303.07,19751.44,19748.48
4002095-54.2025.8.27.5428,0,0.00,7849.72,7751.29
1019777-30.2025.8.20.0684,0,0.00,754.90,806.39
2523242-40.2025.8.06.6313,0,0.00,1557.82,1575.65
6098835-49.2025.8.02.7678,0,0.00,406.51,428.34
4590588-56.2025.8.01.4190,0,0.00,466.20,453.54
7733507-26.2025.8.13.9108,0,0.00,4527.87,4501.54
3427365-59.2025.8.14.2540,0,0.00,169.60,164.97
2942240-71.2025.8.16.6274,0,0.00,159.18,160.99
6370103-97.2025.8.19.2302,0,0.00,3922.69,3912.58
3366840-52.2025.8.07.3988,1,12276.54,9536.38,9534.37
4327814-00.2025.8.26.8162,0,0.00,462.44,463.39
4618665-38.2025.8.10.7282,0,0.00,60.56,65.17
4012288-16.2025.8.20.6258,1,10766.37,13520.70,13522.22
4462220-63.2025.8.15.6914,1,2027.38,444.80,447.08
4903026-92.2025.8.20.8631,0,0.00,553.78,523.65
9776539-73.2025.8.11.7227,0,0.00,799.84,796.76
6667329-67.2025.8.11.2425,1,6334.17,260.78,259.67
2945839-61.2025.8.16.1687,0,0.00,3237.31,3336.34
7083136-10.2025.8.21.6001,1,16046.97,13023.66,12999.05
6836906-21.2025.8.19.5885,1,9112.29,617.56,612.87
8828593-77.2025.8.02.0987,0,0.00,1706.83,1700.65
4428797-05.2025.8.21.7955,1,12951.22,10894.32,10889.11
2841136-45.2025.8.06.8861,0,0.00,450.81,453.28
9980460-36.2025.8.15.7639,0,0.00,166.53,165.77
7584727-28.2025.8.08.7916,0,0.00,1241.28,1246.69
2106283-30.2025.8.07.2445,0,0.00,1797.72,1881.05
1686212-48.2025.8.16.0836,1,16560.23,9689.68,9612.22
1872838-96.2025.8.08.7206,0,0.00,1858.64,1898.90
6999709-81.2025.8.22.3002,0,0.00,333.04,334.85
4786181-97.2025.8.15.5025,0,0.00,111.11,106.39
1242034-56.2025.8.12.3227,0,0.00,214.02,212.55
6854365-85.2025.8.27.6495,0,0.00,7166.38,7176.18
4099905-73.2025.8.09.9995,1,12110.38,915.13,919.88
9315239-43.2025.8.27.5309,0,0.00,213.85,212.90
8613543-68.2025.8.12.2601,0,0.00,1568.06,1486.96
7954022-88.2025.8.19.5261,0,0.00,2885.76,2913.22
4454697-13.2025.8.20.3402,0,0.00,293.64,293.06
8938993-84.2025.8.22.6595,1,10936.21,2261.86,2207.56
1960963-65.2025.8.25.9344,0,0.00,496.81,477.67
4224916-68.2025.8.05.0907,1,8406.99,5563.48,5576.03
4996386-07.2025.8.08.3828,1,16978.64,11076.06,11078.97
9620093-38.2025.8.09.0657,1,14304.93,13775.21,13777.88
4571843-14.2025.8.16.7095,0,0.00,259.30,248.86
3863590-68.2025.8.12.1312,0,0.00,195.57,194.64
6403636-58.2025.8.06.6113,0,0.00,4736.69,4664.81
8823560-88.2025.8.12.9136,0,0.00,107.96,109.03
1951343-58.2025.8.08.3299,0,0.00,385.32,412.45
7914067-85.2025.8.17.9227,0,0.00,199.96,189.48
1495679-26.2025.8.25.7519,1,19488.08,11624.22,11611.47
5912173-64.2025.8.17.6369,1,16627.11,11977.59,11977.62
4466796-60.2025.8.17.8404,0,0.00,821.14,825.20
7128806-64.2025.8.06.6217,0,0.00,4250.08,4163.86
6012475-83.2025.8.15.0378,1,14273.68,10178.04,10177.00
8665368-65.2025.8.01.0987,0,0.00,1324.32,1291.95
1489083-68.2025.8.15.0875,0,0.00,4239.96,4252.38
8032214-28.2025.8.19.7434,0,0.00,2387.26,2332.19
2324824-29.2025.8.27.8960,0,0.00,1585.33,1546.89
4560314-34.2025.8.11.5153,1,15262.14,12817.13,12816.29
9880005-30.2025.8.17.8437,0,0.00,625.08,629.18
5750964-33.2025.8.09.0294,1,8493.82,4515.38,4520.29
5592619-32.2025.8.18.6834,0,0.00,468.14,442.34
7210272-34.2025.8.21.9051,1,13911.82,7619.24,7630.10
1889861-06.2025.8.13.9800,0,0.00,99.55,100.60
1057511-67.2025.8.08.5464,0,0.00,989.95,984.07
3616408-21.2025.8.09.0129,0,0.00,3247.52,3263.07
6929688-39.2025.8.10.9643,0,0.00,3520.33,3533.79
7557418-63.2025.8.19.3504,0,0.00,12327.97,12288.02
1061071-26.2025.8.24.1816,0,0.00,276.67,297.68
9628459-12.2025.8.27.7262,1,5177.34,1069.00,1073.76
2519098-79.2025.8.03.8028,1,14039.38,12929.09,12927.57
5509159-84.2025.8.19.9958,0,0.00,309.27,307.02
3319474-60.2025.8.27.9225,0,0.00,9340.31,9561.54
5127860-86.2025.8.16.5820,0,0.00,3491.58,3409.08
4795523-84.2025.8.19.7400,0,0.00,302.73,305.89
8173579-52.2025.8.15.1861,0,0.00,304.83,301.65
4136509-14.2025.8.25.7334,0,0.00,138.12,137.57
1601063-38.2025.8.27.0341,0,0.00,1136.92,1131.78
9240044-04.2025.8.02.0754,0,0.00,764.80,769.08
7503421-38.2025.8.02.1420,0,0.00,538.50,541.28
9542980-17.2025.8.10.3003,0,0.00,804.58,808.49
6995047-09.2025.8.24.2264,0,0.00,359.14,345.04
7303981-46.2025.8.04.3609,0,0.00,1085.26,1121.85
2101797-44.2025.8.22.1965,0,0.00,106.06,105.48
3413799-57.2025.8.18.6412,0,0.00,625.49,621.14
6667186-52.2025.8.11.0927,0,0.00,273.06,271.76
2311766-19.2025.8.20.3681,0,0.00,292.95,296.23
1913555-06.2025.8.02.2777,0,0.00,1005.31,1010.93
7404857-93.2025.8.02.6586,0,0.00,683.57,701.99
9956435-06.2025.8.03.9209,0,0.00,383.11,379.19
4675355-26.2025.8.09.5356,0,0.00,2956.61,2944.07
4634497-36.2025.8.03.4833,0,0.00,14519.98,14392.96
5851427-81.2025.8.24.9384,1,10666.53,1552.02,1545.41
6709862-52.2025.8.25.9845,0,0.00,182.80,192.76
3012388-60.2025.8.22.3603,0,0.00,280.56,290.82
9238901-98.2025.8.03.8271,1,14058.75,13289.97,13285.78
4419688-47.2025.8.17.2253,0,0.00,564.36,568.06
6852784-81.2025.8.20.3808,0,0.00,355.09,357.15
2808157-89.2025.8.14.3388,1,9715.71,7970.63,7954.81
7220964-34.2025.8.12.5605,0,0.00,303.78,287.09
3945167-06.2025.8.16.3627,0,0.00,251.25,252.59
2823733-64.2025.8.08.5919,0,0.00,588.95,556.89
9324091-74.2025.8.03.5732,0,0.00,1551.58,1536.38
2482205-25.2025.8.12.3401,0,0.00,94.38,94.86
6821032-99.2025.8.13.8070,0,0.00,135.79,128.15
3405752-47.2025.8.16.2241,0,0.00,557.77,553.98
8604655-25.2025.8.10.2772,1,14411.70,6624.66,6650.00
3774639-81.2025.8.09.5634,0,0.00,1724.70,1646.54
3234266-67.2025.8.03.6442,1,20752.41,19691.08,19688.26
8233475-39.2025.8.09.9294,1,8439.19,6652.28,6655.95
2552663-87.2025.8.13.5768,0,0.00,429.44,433.61
1698015-21.2025.8.01.3327,1,10840.32,1845.32,1853.82
3581960-97.2025.8.27.8431,0,0.00,118.12,119.54
4770697-87.2025.8.08.9464,0,0.00,124.03,119.00
4976402-23.2025.8.04.9739,1,13961.16,6815.37,6706.77
5994793-36.2025.8.08.4445,1,10192.47,5265.70,5197.27
5786715-80.2025.8.27.3150,1,11865.63,11817.90,11817.18
7914913-20.2025.8.07.9517,1,3902.46,5686.10,5686.05
6786876-05.2025.8.15.7850,0,0.00,1752.27,1760.50
9880589-08.2025.8.08.6579,0,0.00,4397.65,4412.04
8270783-88.2025.8.25.5373,0,0.00,771.11,779.57
9830305-46.2025.8.01.3079,1,4901.42,2582.07,2620.71
3118356-47.2025.8.08.6165,1,7867.50,3972.28,3869.52
5563904-46.2025.8.11.2934,0,0.00,1870.03,1877.78
4161950-00.2025.8.13.4319,0,0.00,524.00,521.76
2437358-76.2025.8.01.4656,0,0.00,622.08,588.93
6108745-84.2025.8.21.4644,0,0.00,1431.34,1418.11
5850165-67.2025.8.13.1305,0,0.00,1820.11,1802.97
8143091-96.2025.8.06.2992,0,0.00,1411.95,1419.55
8464573-74.2025.8.13.2286,0,0.00,9410.85,9568.83
7027690-06.2025.8.25.9581,1,8203.36,7113.79,7111.79
2840237-13.2025.8.06.4668,0,0.00,11878.66,11874.50
3392877-14.2025.8.06.1750,0,0.00,213.44,212.29
9687532-94.2025.8.16.1294,0,0.00,655.13,662.73
4466112-53.2025.8.19.9367,0,0.00,8089.73,8074.73
3204609-90.2025.8.18.2857,1,8027.08,5696.52,5695.27
3964005-04.2025.8.21.0906,1,15656.78,8800.36,8928.03
2083421-30.2025.8.07.4489,0,0.00,906.67,954.49
6824818-81.2025.8.26.5528,0,0.00,422.92,427.04
8769447-91.2025.8.18.8202,0,0.00,5352.52,5520.03
5522843-74.2025.8.25.5479,0,0.00,4113.98,4124.02
3482987-75.2025.8.05.1196,0,0.00,212.06,214.72
9809445-27.2025.8.08.9416,0,0.00,517.23,519.46
1508344-70.2025.8.22.7611,0,0.00,1243.09,1304.00
7858271-73.2025.8.08.0567,0,0.00,948.75,924.97
3531764-48.2025.8.16.9012,0,0.00,207.50,208.60
8884691-39.2025.8.03.7633,0,0.00,253.37,243.38
2534287-16.2025.8.14.6915,0,0.00,509.17,514.45
5221917-45.2025.8.25.7980,0,0.00,248.90,249.41
8660697-20.2025.8.14.2450,1,9607.39,3904.70,3820.36
7940641-65.2025.8.21.0204,1,13635.57,6949.50,6866.80
1313100-27.2025.8.12.7059,1,1943.62,387.52,389.13
9343736-29.2025.8.25.3682,0,0.00,312.95,314.50
3189773-83.2025.8.24.5766,0,0.00,1473.98,1488.74
5005567-76.2025.8.05.0538,0,0.00,922.31,927.17
2404207-60.2025.8.07.0033,0,0.00,725.47,729.21
8082535-55.2025.8.15.9525,1,15252.40,10741.70,10742.68
2506658-08.2025.8.16.7828,1,10657.99,4683.92,4667.96
8817673-87.2025.8.14.5503,0,0.00,186.49,185.66
4614676-86.2025.8.04.5641,1,13681.66,12139.73,12215.03
1955174-77.2025.8.10.9975,0,0.00,1574.89,1535.58
1869231-41.2025.8.27.5552,0,0.00,79.80,80.17
9617213-32.2025.8.15.3590,0,0.00,1054.33,1108.51
7784921-57.2025.8.01.7169,0,0.00,1775.41,1729.64
5058981-74.2025.8.02.5162,0,0.00,364.58,366.55
4330875-54.2025.8.11.0823,0,0.00,1374.11,1387.10
9234492-92.2025.8.19.9062,1,7818.51,4019.86,4002.53
6925523-41.2025.8.27.6516,0,0.00,4480.20,4492.65
6627968-66.2025.8.08.8633,0,0.00,523.73,520.07
5111552-93.2025.8.10.0409,0,0.00,163.72,157.05
6461492-58.2025.8.15.9158,1,6584.17,6214.64,6219.50
3749471-87.2025.8.11.5460,0,0.00,387.70,381.36
4282835-37.2025.8.24.1660,0,0.00,530.89,533.67
5553269-59.2025.8.14.6133,0,0.00,288.45,287.06
7746432-19.2025.8.15.7973,0,0.00,113.16,112.64
5429425-58.2025.8.02.9404,1,9925.04,6924.94,6932.86
6257332-37.2025.8.09.0928,0,0.00,184.25,183.60
3036662-31.2025.8.13.6245,0,0.00,116.40,115.67
4845534-72.2025.8.25.8847,0,0.00,771.29,761.40
3223666-49.2025.8.17.3126,0,0.00,512.00,509.62
8618348-21.2025.8.08.1616,1,9499.78,11496.50,11494.41
1813831-69.2025.8.06.6866,0,0.00,654.78,636.68
9846006-53.2025.8.17.3613,1,9883.28,6719.09,6712.46
3641984-13.2025.8.24.0318,1,15851.49,12980.66,12983.29
1081435-91.2025.8.08.1858,1,19429.45,13333.76,13319.48
5794210-46.2025.8.12.5260,1,3719.61,5056.52,5063.46
5655257-44.2025.8.11.2568,0,0.00,244.67,234.83
2494530-28.2025.8.12.2256,0,0.00,100.75,101.26
1342315-40.2025.8.21.4367,0,0.00,6800.16,6790.61
5951262-44.2025.8.14.4882,0,0.00,335.99,334.37
7084028-07.2025.8.11.1629,0,0.00,583.98,604.00
2979889-72.2025.8.09.0890,1,6324.07,2227.48,2238.15
3063313-54.2025.8.25.5410,0,0.00,2054.21,2050.45
7980005-56.2025.8.18.9807,0,0.00,71.72,72.14
9064533-40.2025.8.19.9493,0,0.00,3515.61,3504.59
4456721-43.2025.8.20.6252,0,0.00,100.76,102.01
2794827-91.2025.8.20.2298,0,0.00,1387.29,1381.69
7226548-74.2025.8.08.8271,0,0.00,314.72,316.27
9435753-06.2025.8.17.2604,0,0.00,5576.58,5563.99
1220859-94.2025.8.18.5669,0,0.00,1949.59,1944.73
2005976-42.2025.8.13.0367,0,0.00,2092.32,2082.44
3236178-36.2025.8.22.3619,0,0.00,280.42,281.94
4317159-96.2025.8.18.3732,0,0.00,25.26,25.40
7247535-31.2025.8.13.3437,0,0.00,1361.01,1353.32
9677894-32.2025.8.16.4785,0,0.00,286.21,283.27
4843090-58.2025.8.19.3473,0,0.00,3817.00,3824.20
3108723-17.2025.8.13.7859,1,5806.25,378.03,375.53
1019413-72.2025.8.12.8801,0,0.00,79.34,79.68
2022426-67.2025.8.22.6067,0,0.00,639.73,622.13
1451886-20.2025.8.04.0895,1,7099.53,9138.11,9138.49
1183911-60.2025.8.03.1245,0,0.00,8096.44,8096.09
8731429-09.2025.8.09.0139,0,0.00,573.95,567.74
4115601-86.2025.8.18.6538,0,0.00,497.43,476.32
1986274-81.2025.8.14.3382,1,13894.16,1476.62,1491.42
9575624-96.2025.8.11.9378,1,6634.04,9125.62,9123.46
4909221-39.2025.8.05.1428,0,0.00,404.69,382.76
9959992-98.2025.8.13.2710,0,0.00,5202.81,5221.66
6613730-41.2025.8.15.2484,0,0.00,159.43,160.32
8653905-69.2025.8.10.4012,1,11106.88,14337.27,14341.53
2395633-24.2025.8.03.5890,0,0.00,5382.57,5390.51
9234455-89.2025.8.03.4476,1,16928.33,15700.19,15700.50
8549125-05.2025.8.08.3610,1,7715.22,11501.21,11487.70
8113721-11.2025.8.10.8052,1,12590.00,11869.56,11819.74
7746093-63.2025.8.03.5030,0,0.00,552.27,530.50
9669714-14.2025.8.24.5055,1,12475.36,8080.89,8092.71
9327695-26.2025.8.04.3904,0,0.00,239.06,232.38
3787066-84.2025.8.17.4498,0,0.00,2053.69,2065.83
9389712-69.2025.8.16.0950,0,0.00,474.26,476.65
1215194-12.2025.8.20.9991,1,15071.41,8130.63,8141.37
7549837-51.2025.8.24.6243,0,0.00,497.46,494.53
5738128-43.2025.8.19.2477,1,14024.48,12719.22,12706.08
4848271-74.2025.8.26.0272,1,8095.53,6626.39,6630.86
5739698-45.2025.8.27.4055,0,0.00,749.89,753.64
7899448-10.2025.8.13.7900,0,0.00,117.01,116.27
5875141-02.2025.8.11.9424,0,0.00,115.11,118.15
9132815-93.2025.8.07.0397,0,0.00,579.41,577.52
9674545-32.2025.8.09.0234,1,11680.81,9086.14,9080.69
7245994-82.2025.8.26.2861,1,15046.13,7652.16,7694.41
6566238-57.2025.8.19.1651,0,0.00,416.08,418.43
4633701-28.2025.8.03.5460,1,13999.74,11850.76,11852.25
2600203-53.2025.8.15.4262,1,13938.79,9905.36,9900.99
1891289-55.2025.8.08.3798,0,0.00,1926.51,1934.42
7740478-78.2025.8.02.0526,0,0.00,2003.02,2012.44
1538141-80.2025.8.01.8638,0,0.00,91.90,92.41
5284339-19.2025.8.26.1834,1,10232.67,6518.13,6511.55
1061797-20.2025.8.20.7129,1,18001.61,14605.90,14586.42
2781971-34.2025.8.06.1679,0,0.00,331.57,333.64
6729160-11.2025.8.24.4988,1,14273.24,1607.05,1600.21
3550288-21.2025.8.26.3192,0,0.00,1215.20,1220.44
4248512-75.2025.8.13.0420,1,11722.17,9681.26,9669.31
2649808-67.2025.8.15.3468,1,3660.47,97.39,96.95
7320536-67.2025.8.21.2258,1,9480.76,11913.85,11907.59
4319660-84.2025.8.01.4548,0,0.00,363.31,361.79
6612068-91.2025.8.11.4262,0,0.00,101.69,98.73
6702304-88.2025.8.10.2334,0,0.00,192.55,194.67
9324414-61.2025.8.26.4117,0,0.00,338.39,329.03
3149708-65.2025.8.06.7485,1,14627.60,13436.74,13448.48
7247651-25.2025.8.13.2795,0,0.00,437.59,434.70
8018171-40.2025.8.18.6155,0,0.00,844.10,839.26
3347151-00.2025.8.15.9660,0,0.00,404.76,402.35
7597016-85.2025.8.22.9294,1,21563.84,1793.06,1801.97
7350766-01.2025.8.07.3364,1,10358.99,9804.65,9798.02
4600289-71.2025.8.14.2196,0,0.00,393.98,391.72
3990662-70.2025.8.13.5475,1,5472.57,5202.45,5090.21
5404779-91.2025.8.15.6819,0,0.00,3255.33,3228.32
7443955-18.2025.8.04.9880,0,0.00,1903.42,1803.52
8216457-38.2025.8.02.4337,1,3171.70,1049.24,1095.20
6869652-81.2025.8.04.2850,1,5982.91,4659.44,4570.17
2049304-06.2025.8.25.3030,0,0.00,6186.86,6095.98
6271679-35.2025.8.19.7922,0,0.00,753.83,791.11
8741218-61.2025.8.09.9831,0,0.00,540.17,538.07
3516516-95.2025.8.24.3842,0,0.00,305.08,296.61
5632722-44.2025.8.27.2851,0,0.00,276.13,274.65
8894744-61.2025.8.18.6325,0,0.00,385.06,382.00
1177689-97.2025.8.09.6353,0,0.00,1705.76,1788.49
8220439-22.2025.8.20.8742,0,0.00,154.83,150.65
5216063-09.2025.8.02.2122,1,18438.79,8777.31,9109.94
2314770-11.2025.8.04.7160,0,0.00,12800.89,12808.87
4619083-32.2025.8.01.1759,0,0.00,345.25,348.91
3916828-50.2025.8.03.1867,1,13266.94,16823.81,16825.19
7967323-90.2025.8.04.4297,1,17270.46,15616.03,15613.89
5137607-75.2025.8.19.3045,1,11375.06,6841.27,6829.48
4987152-15.2025.8.08.8217,1,9469.13,4544.84,4567.06
8464794-13.2025.8.26.6408,1,14449.53,11488.91,11501.89
5937624-30.2025.8.20.4032,0,0.00,2146.63,2140.15
2053307-51.2025.8.09.2556,0,0.00,2004.54,1998.00
2350155-69.2025.8.10.7097,0,0.00,99.32,100.48
8099536-32.2025.8.22.3249,1,6658.01,5881.84,5869.58
1057252-54.2025.8.02.7377,0,0.00,2452.07,2464.67
8102848-60.2025.8.11.3679,1,7510.88,4142.99,4158.45
3753961-93.2025.8.14.0028,0,0.00,563.42,542.97
1091837-44.2025.8.07.4704,0,0.00,688.61,704.23
6741108-76.2025.8.04.7303,0,0.00,493.89,490.97
9118003-05.2025.8.22.7517,1,7553.98,362.81,381.96
9212413-47.2025.8.10.8650,0,0.00,1153.87,1127.13
5564491-88.2025.8.27.3970,1,12938.69,12651.08,12650.88
4714688-41.2025.8.08.0370,0,0.00,1352.44,1347.58
2522940-19.2025.8.27.0890,1,14304.28,5095.24,5020.04
8498056-35.2025.8.07.0401,0,0.00,155.69,156.55
9687424-14.2025.8.19.8054,1,8255.08,7310.71,7310.17
9629956-10.2025.8.04.4523,1,9005.08,10524.83,10524.40
1861575-64.2025.8.24.0563,1,6556.82,3051.14,3057.83
6379840-59.2025.8.07.3400,0,0.00,352.89,351.35
3260082-43.2025.8.01.5296,0,0.00,579.85,583.25
3026424-10.2025.8.17.0564,0,0.00,1430.07,1527.04
5028033-31.2025.8.27.1549,1,14476.74,1330.15,1336.07
1406928-99.2025.8.15.2983,0,0.00,627.93,625.25
5994125-54.2025.8.20.8174,1,8748.30,6299.62,6196.43
2201652-84.2025.8.06.7496,0,0.00,4330.03,4336.03
4927434-35.2025.8.25.8605,0,0.00,5077.15,5074.39
6059692-60.2025.8.02.5558,0,0.00,4127.13,4135.18
1406473-01.2025.8.14.0314,1,8114.49,14045.34,14047.28
4537601-35.2025.8.17.4542,1,7157.35,624.81,628.34
2330387-30.2025.8.08.9492,0,0.00,429.90,418.07
4323206-15.2025.8.15.9622,0,0.00,4884.52,4783.65
2278119-89.2025.8.02.5183,1,16006.95,1612.46,1606.62
3969003-35.2025.8.17.2423,0,0.00,347.45,349.73
9074686-47.2025.8.26.7990,0,0.00,839.24,835.71
6680543-42.2025.8.09.7017,1,11368.79,13005.73,13014.86
2949921-45.2025.8.26.9807,0,0.00,546.55,525.63
2434728-44.2025.8.27.3146,0,0.00,538.97,537.61
7037927-98.2025.8.15.6512,0,0.00,872.01,876.37
9817956-68.2025.8.18.4299,1,7948.11,4530.69,4510.96
8952710-69.2025.8.09.6222,0,0.00,452.35,435.01
4312914-29.2025.8.25.0974,1,16486.11,1736.13,1730.25
7474053-97.2025.8.13.5339,0,0.00,11071.02,11077.80
5043808-40.2025.8.19.9161,1,14425.62,11562.57,11565.01
2463774-67.2025.8.08.6273,0,0.00,591.54,621.50
4812166-74.2025.8.16.5151,0,0.00,1288.36,1301.67
4824230-60.2025.8.17.0519,0,0.00,118.84,118.57
4011614-22.2025.8.24.2426,0,0.00,635.32,632.26
7906685-82.2025.8.18.6803,0,0.00,122.79,123.51
8108878-96.2025.8.19.7189,1,3011.82,736.79,740.84
3251589-58.2025.8.06.1391,1,5526.53,398.27,403.05
1694539-06.2025.8.20.2950,0,0.00,369.66,350.08
5229693-03.2025.8.27.7324,0,0.00,730.19,733.44
1663131-18.2025.8.19.7945,0,0.00,730.68,711.85
9417362-65.2025.8.19.9988,1,5587.38,5447.37,5444.74
8687178-48.2025.8.26.9560,1,6073.29,12175.04,12177.28
1284637-59.2025.8.01.5672,1,9791.47,8422.97,8419.08
4201700-80.2025.8.13.0188,0,0.00,809.03,812.89
6003702-73.2025.8.14.1100,0,0.00,68.01,66.12
2794945-52.2025.8.10.0462,0,0.00,387.40,382.43
5712350-87.2025.8.19.8025,0,0.00,382.36,392.18
1664651-03.2025.8.14.7779,0,0.00,561.93,564.74
2851288-05.2025.8.09.0439,0,0.00,572.50,575.68
7671284-02.2025.8.24.1549,0,0.00,1180.62,1192.45
5561513-21.2025.8.04.5111,0,0.00,3707.72,3735.50
1065686-12.2025.8.06.8252,1,15154.68,6439.37,6519.74
7070852-11.2025.8.10.0502,0,0.00,129.53,130.23
7971248-83.2025.8.05.5344,0,0.00,236.13,237.42
1358153-87.2025.8.25.3387,0,0.00,318.03,326.50
9166314-90.2025.8.16.4026,0,0.00,261.62,262.95
8395605-05.2025.8.03.4387,0,0.00,2759.06,2769.89
1739330-51.2025.8.27.3242,0,0.00,44.53,42.74
7349891-88.2025.8.14.0995,0,0.00,142.87,138.70
3826293-55.2025.8.18.2324,0,0.00,97.94,100.66
8332087-11.2025.8.21.3412,0,0.00,928.74,923.74
4335933-03.2025.8.03.4895,1,8339.11,9121.87,9093.36
4993404-80.2025.8.03.9055,1,16426.69,17044.34,17043.61
1894099-27.2025.8.26.0743,1,5288.25,9093.71,9093.32
9676213-67.2025.8.03.8262,0,0.00,1741.32,1749.91
3641428-14.2025.8.09.7276,1,9080.01,6857.70,6873.14
9592025-50.2025.8.07.5585,0,0.00,763.49,767.59
6155247-85.2025.8.18.0522,0,0.00,105.20,105.78
9969721-23.2025.8.09.1190,0,0.00,839.54,881.64
1101072-99.2025.8.14.9323,0,0.00,195.56,205.77
