processo,uf,golpe,contrato,extrato,comprovante,dossie,demonstrativo,laudo,perda,p_perda_validacao
3920500-71.2025.8.16.6407,PR,1,1,0,0,1,1,1,1,0.717630
2891194-30.2025.8.17.3795,PE,1,0,0,0,1,1,1,1,0.987125
9125488-32.2025.8.26.9996,SP,1,0,1,0,1,1,1,0,0.776210
3642649-69.2025.8.02.2544,AL,1,1,1,1,0,1,1,0,0.042894
8484044-81.2025.8.06.2630,CE,1,1,1,1,1,0,0,0,0.071217
1307766-97.2025.8.18.5893,PI,0,1,1,1,1,1,0,0,0.011992
8510841-17.2025.8.01.1914,AC,0,0,1,1,0,0,1,1,0.341379
2487513-78.2025.8.05.6887,BA,1,1,1,0,1,1,1,0,0.159600
1195616-24.2025.8.19.9065,RJ,0,0,1,1,1,1,1,0,0.338227
6031600-64.2025.8.05.8765,BA,1,1,1,1,1,0,1,0,0.084769
4566734-96.2025.8.06.3348,CE,0,1,1,1,1,1,1,0,0.015234
8768398-56.2025.8.16.9463,PR,0,1,1,1,1,0,0,0,0.019653
9758702-60.2025.8.18.0678,PI,1,1,1,1,1,1,1,0,0.032043
8557701-70.2025.8.26.8863,SP,1,1,1,1,1,0,1,0,0.070990
8012552-97.2025.8.19.4463,RJ,1,0,0,1,1,1,1,1,0.964682
5244747-70.2025.8.24.7784,SC,1,1,1,0,1,1,1,0,0.133523
4860455-24.2025.8.17.4641,PE,0,1,1,1,0,1,1,0,0.016955
7509801-71.2025.8.18.3374,PI,1,0,0,0,0,1,0,1,0.980218
5563337-27.2025.8.21.4804,RS,1,1,1,0,1,1,1,0,0.191620
6446362-11.2025.8.12.2958,MS,1,0,0,0,1,0,1,1,0.989623
4194571-97.2025.8.12.8701,MS,1,0,1,1,0,1,1,0,0.425825
6623808-63.2025.8.15.2897,PB,0,1,1,1,1,1,1,0,0.014790
6857042-72.2025.8.12.4347,MS,0,1,1,1,0,1,1,0,0.012214
3870235-33.2025.8.04.9322,AM,0,1,1,1,0,1,1,0,0.033996
8290371-55.2025.8.03.3532,AP,1,1,1,1,1,0,1,0,0.153220
9549126-59.2025.8.18.9910,PI,1,0,1,1,1,0,1,0,0.527889
2233463-04.2025.8.25.4249,SE,1,1,1,0,1,1,1,0,0.134915
4014384-82.2025.8.19.7951,RJ,0,0,0,0,1,1,0,1,0.974214
7880647-79.2025.8.04.8130,AM,1,1,1,1,0,0,1,0,0.130790
2757406-98.2025.8.06.3784,CE,1,0,1,1,0,0,0,1,0.597703
5912096-91.2025.8.05.1413,BA,1,1,1,1,1,1,1,0,0.050095
7745646-34.2025.8.07.4374,DF,1,1,1,1,1,1,1,0,0.057412
1341788-47.2025.8.25.5061,SE,1,1,1,1,1,1,1,0,0.041629
8199612-93.2025.8.18.3187,PI,1,0,0,0,0,1,1,1,0.979111
2491532-57.2025.8.15.5810,PB,1,0,1,1,1,1,1,1,0.478250
4953212-52.2025.8.26.0126,SP,1,0,0,0,1,0,1,1,0.991552
8334651-81.2025.8.10.8787,MA,1,1,1,1,1,1,1,0,0.028409
6945860-91.2025.8.16.1744,PR,1,1,1,1,1,1,0,0,0.036180
9768751-94.2025.8.03.1867,AP,1,0,1,0,1,0,1,1,0.932124
9062797-83.2025.8.04.5770,AM,1,1,1,0,0,1,1,0,0.258527
2915234-68.2025.8.11.2321,MT,1,0,1,0,1,0,1,1,0.826064
1800240-56.2025.8.18.3382,PI,1,1,0,1,1,1,1,0,0.393788
1925389-38.2025.8.05.9562,BA,1,1,1,0,0,0,1,0,0.248193
8176308-17.2025.8.03.5907,AP,1,1,1,1,1,1,1,0,0.095251
3649525-80.2025.8.05.9713,BA,1,1,1,0,1,1,1,0,0.169078
5746007-88.2025.8.02.4117,AL,0,1,1,0,1,1,1,0,0.056346
2334719-51.2025.8.02.2059,AL,1,1,1,0,0,1,1,0,0.140711
5375501-68.2025.8.04.5886,AM,1,1,0,0,1,1,1,1,0.880465
4919750-88.2025.8.27.2108,TO,0,0,1,1,1,0,0,0,0.327412
1547859-62.2025.8.03.9355,AP,1,0,0,0,1,0,0,1,0.996504
9147919-03.2025.8.15.3339,PB,1,0,1,1,1,1,1,1,0.478250
3912186-12.2025.8.18.2338,PI,1,1,1,1,1,1,1,0,0.032043
3923837-34.2025.8.08.6992,ES,1,0,1,0,1,1,0,0,0.822435
7721390-21.2025.8.06.6202,CE,1,1,1,1,1,1,1,0,0.042133
6754821-55.2025.8.08.5889,ES,1,1,1,1,1,1,1,0,0.055833
5504712-47.2025.8.26.5211,SP,1,1,1,1,1,1,1,0,0.044406
8435734-48.2025.8.07.7973,DF,1,1,1,1,0,1,1,0,0.051969
7027405-30.2025.8.27.3176,TO,0,1,1,1,1,1,0,0,0.014915
1260582-99.2025.8.18.3830,PI,0,1,1,0,1,0,1,0,0.064487
4615762-18.2025.8.21.9028,RS,1,0,1,1,1,1,1,1,0.600728
1247497-20.2025.8.27.1111,TO,0,1,1,1,1,1,1,0,0.012659
4627344-37.2025.8.12.6539,MS,1,1,1,0,1,1,0,0,0.117526
4476971-15.2025.8.25.4715,SE,1,1,1,1,1,0,0,0,0.080595
4008407-70.2025.8.01.6555,AC,1,1,1,0,0,1,1,0,0.117210
5398384-53.2025.8.07.6404,DF,0,0,1,1,1,0,0,0,0.422378
9286531-53.2025.8.06.6237,CE,0,1,1,1,0,0,1,0,0.022636
8758304-30.2025.8.17.6659,PE,0,1,1,1,1,1,1,0,0.017715
6634396-09.2025.8.13.9058,MG,0,0,1,0,0,0,0,1,0.688691
8758275-55.2025.8.13.3188,MG,0,0,1,1,1,1,0,0,0.289674
7432303-40.2025.8.19.9588,RJ,0,1,1,0,0,1,1,0,0.072274
7982572-48.2025.8.21.1880,RS,1,1,1,0,0,0,1,0,0.276727
9570384-85.2025.8.12.5169,MS,1,1,1,1,1,1,1,0,0.034311
8337264-99.2025.8.21.4770,RS,0,0,1,0,1,1,1,1,0.667516
4336229-62.2025.8.20.5492,RN,1,1,1,1,1,1,0,0,0.034911
6369398-47.2025.8.01.9735,AC,1,0,1,0,1,1,0,0,0.762459
3839525-78.2025.8.02.5736,AL,1,0,1,0,0,1,1,0,0.786890
8170870-16.2025.8.05.1816,BA,1,1,0,1,1,1,1,0,0.528675
5708428-44.2025.8.08.2489,ES,1,1,1,0,1,0,1,0,0.258341
1192549-03.2025.8.01.5037,AC,1,1,1,0,0,0,1,0,0.189489
3670690-33.2025.8.15.5242,PB,1,1,1,1,0,0,0,0,0.070125
2749821-39.2025.8.10.5006,MA,0,1,1,1,0,1,1,0,0.010349
6104182-82.2025.8.26.3265,SP,0,0,1,1,1,0,1,0,0.380753
2458317-98.2025.8.09.7309,GO,1,0,1,0,1,1,1,1,0.830154
4126744-44.2025.8.24.7713,SC,1,0,1,0,1,0,1,1,0.849398
9793493-53.2025.8.15.1168,PB,0,1,1,1,1,1,1,0,0.016072
8287552-46.2025.8.24.5337,SC,1,0,1,1,0,1,1,1,0.476889
3152684-82.2025.8.04.4470,AM,1,0,1,1,0,1,1,0,0.678536
1942864-28.2025.8.24.0256,SC,1,0,1,1,1,1,1,0,0.483975
8455907-62.2025.8.15.0252,PB,1,0,0,1,1,1,1,1,0.952260
3138545-28.2025.8.26.4019,SP,1,0,1,1,1,1,1,1,0.501495
8131657-68.2025.8.25.8750,SE,0,1,1,1,0,1,0,0,0.015629
1071934-54.2025.8.08.7293,ES,0,1,1,1,0,1,1,0,0.019027
8756697-76.2025.8.17.6931,PE,0,1,1,1,1,1,1,0,0.017715
6649251-22.2025.8.19.5197,RJ,1,1,1,1,1,0,1,0,0.094998
3717451-41.2025.8.10.6637,MA,1,1,1,1,1,1,1,0,0.029596
5935593-66.2025.8.11.5777,MT,1,1,1,1,1,1,0,0,0.033928
1819708-51.2025.8.19.6445,RJ,1,0,0,0,1,1,1,1,0.989376
2356971-78.2025.8.11.0371,MT,1,0,0,0,1,1,1,1,0.981134
2884185-66.2025.8.16.6054,PR,0,0,1,1,0,1,0,0,0.229989
4540159-65.2025.8.10.8354,MA,1,0,0,1,0,1,0,1,0.928916
1529039-54.2025.8.26.8460,SP,1,1,1,1,0,1,1,0,0.042884
1694763-01.2025.8.20.7199,RN,1,1,0,1,0,1,1,1,0.397757
6820362-89.2025.8.18.1736,PI,1,1,1,0,0,1,1,0,0.092455
4112675-40.2025.8.11.4950,MT,1,1,1,1,0,1,0,0,0.032831
8021461-02.2025.8.14.5506,PA,1,0,1,1,1,1,0,0,0.476316
7301303-34.2025.8.10.8527,MA,1,1,0,0,1,1,0,1,0.689006
2039869-10.2025.8.21.0701,RS,1,0,0,1,0,0,1,1,0.980229
4814867-46.2025.8.11.1836,MT,1,1,1,1,1,1,1,0,0.033271
1857711-51.2025.8.19.5423,RJ,1,1,1,1,1,1,1,0,0.061373
6789421-91.2025.8.03.3803,AP,0,1,1,1,1,0,1,0,0.060308
1689183-61.2025.8.22.5494,RO,1,1,1,1,1,1,1,0,0.035284
3390614-49.2025.8.09.1454,GO,1,0,1,1,1,1,1,0,0.595551
5132790-64.2025.8.03.3429,AP,1,0,1,0,1,1,1,0,0.892603
7023766-15.2025.8.27.4933,TO,1,1,1,1,0,1,1,0,0.037380
5985095-47.2025.8.25.0243,SE,1,1,1,1,0,1,0,0,0.044876
4204804-03.2025.8.21.6399,RS,1,1,0,1,1,1,0,1,0.572900
8645348-87.2025.8.08.2185,ES,1,0,0,0,0,1,1,1,0.988809
1538091-17.2025.8.09.0081,GO,1,1,1,1,1,0,1,0,0.099485
7125975-65.2025.8.21.5767,RS,1,0,0,0,1,1,1,1,0.990881
5742846-70.2025.8.25.7238,SE,0,0,1,0,1,1,0,0,0.565212
9163341-30.2025.8.17.1283,PE,1,0,0,0,1,0,1,1,0.992422
8463255-27.2025.8.01.1065,AC,0,0,1,0,0,1,0,0,0.533340
7234029-52.2025.8.01.2919,AC,1,1,1,1,1,0,1,0,0.061554
3952464-53.2025.8.19.8025,RJ,1,0,1,0,0,1,1,1,0.815741
5300928-58.2025.8.05.0493,BA,1,0,1,1,1,1,0,0,0.539408
5160778-30.2025.8.17.7163,PE,0,1,1,1,0,1,1,0,0.017408
4043741-23.2025.8.01.7307,AC,0,1,1,1,1,1,1,0,0.012594
8418995-04.2025.8.06.0530,CE,0,1,1,1,1,1,1,0,0.015531
5979086-17.2025.8.24.0885,SC,1,1,1,1,1,0,1,0,0.066867
2732836-51.2025.8.20.0232,RN,1,1,1,0,0,1,0,0,0.119613
3891716-76.2025.8.19.9807,RJ,1,1,1,0,1,1,1,0,0.178934
1449099-03.2025.8.02.4833,AL,1,0,1,1,1,0,1,0,0.641987
4586170-35.2025.8.05.0201,BA,0,1,1,1,0,1,1,0,0.018503
8786908-09.2025.8.27.1389,TO,1,1,1,1,1,0,0,0,0.057310
3000915-66.2025.8.04.6050,AM,1,0,1,1,1,1,1,1,0.680706
7638936-36.2025.8.21.0424,RS,1,1,0,0,0,1,1,1,0.831490
3547596-00.2025.8.05.9883,BA,0,1,1,1,1,1,1,0,0.020782
8965227-65.2025.8.03.1157,AP,1,1,1,0,1,1,1,0,0.303948
7067426-37.2025.8.06.6533,CE,1,1,1,1,0,1,1,0,0.037991
3522535-95.2025.8.03.1021,AP,1,1,1,1,0,1,1,0,0.093868
8860240-69.2025.8.06.3919,CE,1,0,1,1,1,1,1,1,0.477912
8617715-64.2025.8.16.4978,PR,1,0,1,0,0,1,1,1,0.725562
5180507-17.2025.8.04.4572,AM,1,1,1,1,0,1,0,0,0.088348
5710250-20.2025.8.07.0756,DF,1,0,1,1,1,0,1,1,0.659124
5086766-90.2025.8.24.7834,SC,1,1,1,0,1,1,1,0,0.133213
4417873-16.2025.8.01.5594,AC,1,0,0,0,1,1,0,1,0.984713
3546638-81.2025.8.03.6118,AP,1,0,1,0,1,1,1,1,0.892603
9914750-72.2025.8.04.1084,AM,1,1,0,0,1,1,0,1,0.882789
3788254-35.2025.8.05.1096,BA,1,0,1,1,1,0,1,1,0.655601
7967061-00.2025.8.11.6510,MT,1,1,1,1,0,1,1,0,0.033615
3974981-14.2025.8.09.4236,GO,1,1,1,0,1,1,1,0,0.184188
1042513-79.2025.8.21.4059,RS,1,0,0,1,1,1,0,1,0.969200
9819430-42.2025.8.10.0739,MA,0,1,1,0,1,1,1,0,0.038112
3718524-11.2025.8.26.0651,SP,1,1,1,0,1,1,0,0,0.143320
2299785-22.2025.8.04.1729,AM,1,1,1,0,1,1,1,0,0.261635
5625336-34.2025.8.19.8184,RJ,1,1,1,1,0,1,1,0,0.059295
5077822-35.2025.8.09.4416,GO,1,1,1,1,1,1,0,0,0.062875
8090962-46.2025.8.05.0237,BA,0,1,1,0,0,1,1,1,0.063572
6789763-96.2025.8.21.8266,RS,1,0,0,0,0,1,1,1,0.990569
3797799-25.2025.8.24.1419,SC,1,1,1,0,0,1,1,0,0.129333
8056376-62.2025.8.08.9528,ES,1,0,0,0,1,1,1,1,0.989423
3352150-60.2025.8.20.6994,RN,1,0,0,0,1,1,1,1,0.982168
5157200-69.2025.8.18.0285,PI,1,1,1,1,0,1,1,0,0.029956
3019749-31.2025.8.06.3182,CE,1,1,0,0,0,1,1,1,0.741390
2702351-16.2025.8.10.8236,MA,0,1,1,1,1,1,1,0,0.010820
5031258-58.2025.8.07.2558,DF,1,0,0,0,0,1,1,1,0.987694
6169324-98.2025.8.18.0493,PI,1,1,1,1,1,1,1,0,0.032043
5869282-16.2025.8.21.3835,RS,1,0,1,1,0,0,1,1,0.705248
4702292-41.2025.8.26.3143,SP,0,1,1,0,1,0,1,0,0.092371
3417881-14.2025.8.20.9732,RN,0,1,1,1,1,1,0,0,0.013487
5084163-44.2025.8.12.6772,MS,1,1,1,0,0,1,0,0,0.119782
3954143-42.2025.8.19.2927,RJ,0,1,1,0,0,1,1,1,0.072274
6040821-15.2025.8.17.3887,PE,1,0,1,0,1,1,1,1,0.787811
7359028-47.2025.8.21.8994,RS,1,1,0,1,1,1,1,1,0.573594
4446367-49.2025.8.16.6777,PR,1,1,1,1,0,1,0,0,0.036817
1618798-26.2025.8.01.2776,AC,1,1,1,1,0,0,1,0,0.059949
2182207-64.2025.8.04.3857,AM,0,1,1,1,1,0,1,0,0.056871
6517995-93.2025.8.13.1355,MG,0,1,1,0,0,1,1,0,0.054903
7178980-04.2025.8.06.9365,CE,1,1,1,0,0,1,1,0,0.122381
3732796-09.2025.8.11.3255,MT,1,0,1,1,0,1,1,0,0.421226
1720234-85.2025.8.17.7423,PE,1,1,1,1,1,1,1,0,0.046284
5001788-64.2025.8.09.3744,GO,1,0,1,0,1,0,1,1,0.886081
2522161-07.2025.8.11.6141,MT,1,1,1,0,1,0,1,0,0.171187
8734693-51.2025.8.15.8849,PB,1,1,1,1,1,1,0,0,0.046220
1055184-64.2025.8.26.9303,SP,1,1,1,1,1,1,1,0,0.044406
4602893-12.2025.8.03.0513,AP,1,0,1,1,1,1,1,1,0.695459
1072816-81.2025.8.26.5306,SP,1,0,1,1,1,0,1,1,0.621014
9227088-40.2025.8.01.7878,AC,1,1,0,1,1,1,1,1,0.441640
3081254-10.2025.8.17.7349,PE,0,1,1,1,1,1,1,0,0.017046
7625020-84.2025.8.10.9264,MA,1,1,1,0,1,0,1,0,0.152166
8943803-63.2025.8.11.4549,MT,0,1,0,0,1,0,1,1,0.602418
9615401-56.2025.8.26.9828,SP,1,0,0,1,0,0,0,1,0.971314
5847115-70.2025.8.14.3339,PA,1,1,1,0,1,1,1,0,0.132928
2630959-77.2025.8.16.4743,PR,1,1,1,1,1,0,0,0,0.058841
6069186-23.2025.8.21.4901,RS,1,0,0,1,1,1,0,1,0.968608
7261216-65.2025.8.16.7759,PR,1,0,1,0,1,1,1,0,0.732763
5084444-11.2025.8.24.7685,SC,0,1,1,1,0,1,1,0,0.014755
3557350-46.2025.8.05.1472,BA,1,1,1,1,1,1,0,0,0.059876
3011532-35.2025.8.14.7554,PA,1,1,1,1,1,1,1,0,0.038112
1537980-65.2025.8.25.3184,SE,0,1,1,1,1,1,0,0,0.018139
5048422-35.2025.8.10.6576,MA,0,0,0,0,1,0,1,1,0.967428
2033274-26.2025.8.11.1013,MT,1,0,1,0,1,0,1,1,0.826064
5039131-26.2025.8.22.7768,RO,1,0,0,1,1,0,1,1,0.962888
9027753-06.2025.8.13.8855,MG,1,1,1,1,1,1,1,0,0.044279
8714049-90.2025.8.19.5532,RJ,0,1,1,1,0,1,1,0,0.021176
8324141-26.2025.8.02.4664,AL,1,1,0,0,1,1,0,1,0.776960
4487416-92.2025.8.07.0555,DF,1,0,0,0,1,1,1,1,0.988766
3317333-49.2025.8.08.8476,ES,1,1,1,1,1,1,1,0,0.057881
3134339-86.2025.8.02.8178,AL,0,1,1,0,0,1,1,0,0.058505
3852394-71.2025.8.09.7068,GO,1,1,1,0,1,1,1,0,0.194385
4396385-79.2025.8.10.6891,MA,1,1,1,0,1,1,1,0,0.097137
2078464-29.2025.8.08.1144,ES,1,1,1,1,1,1,1,0,0.055833
4666916-48.2025.8.17.9896,PE,0,1,1,0,1,0,1,0,0.099281
8552112-27.2025.8.26.6776,SP,0,1,1,1,0,1,1,0,0.016567
7194223-43.2025.8.25.7259,SE,1,0,1,1,1,1,1,0,0.514060
9942097-36.2025.8.15.6333,PB,0,1,1,1,1,1,0,0,0.014287
3348645-76.2025.8.07.8622,DF,1,0,0,0,0,1,1,1,0.988585
8199468-82.2025.8.14.6094,PA,1,0,1,1,0,0,1,1,0.601610
4471398-47.2025.8.06.2735,CE,1,1,0,1,1,1,0,0,0.489229
3350075-07.2025.8.18.9065,PI,0,0,1,1,1,1,1,0,0.192618
3463267-11.2025.8.07.4682,DF,0,1,1,1,1,1,1,0,0.019114
6643520-86.2025.8.11.0769,MT,0,1,1,1,1,1,1,0,0.012939
2567416-78.2025.8.24.9121,SC,1,1,1,1,0,1,1,0,0.040012
3310753-78.2025.8.02.9629,AL,1,1,1,0,1,1,1,0,0.152080
5372889-54.2025.8.08.5004,ES,1,0,0,1,1,1,1,1,0.962933
9159972-62.2025.8.25.3501,SE,1,1,1,1,0,1,0,0,0.048555
6115001-75.2025.8.25.5875,SE,1,1,1,0,0,0,1,1,0.226816
4607063-23.2025.8.26.7363,SP,1,0,0,0,0,0,1,1,0.991936
1886622-20.2025.8.14.4803,PA,1,0,1,1,0,1,1,1,0.474870
7213494-30.2025.8.21.8464,RS,1,1,0,0,1,0,1,1,0.891527
8987706-59.2025.8.20.5520,RN,0,1,1,1,1,1,1,0,0.012759
9758923-23.2025.8.18.9164,PI,0,1,1,0,0,1,1,0,0.037407
4976255-79.2025.8.25.3223,SE,0,1,1,1,1,1,1,0,0.017404
3765422-28.2025.8.08.9611,ES,1,1,1,1,1,1,1,0,0.052471
2092835-31.2025.8.13.0328,MG,1,1,1,1,1,1,1,0,0.046774
1970008-98.2025.8.06.2980,CE,0,1,1,1,1,1,0,0,0.016102
6946510-68.2025.8.26.4014,SP,1,0,1,1,1,0,1,0,0.621014
2303199-31.2025.8.04.2231,AM,0,0,0,0,1,1,1,1,0.983571
4626159-85.2025.8.18.6929,PI,1,0,1,0,0,0,0,1,0.806503
3478191-95.2025.8.12.6077,MS,1,1,1,0,1,0,1,0,0.170270
6232790-30.2025.8.02.8807,AL,1,0,1,1,1,1,0,0,0.520322
3025571-32.2025.8.02.5100,AL,1,0,0,0,0,1,1,1,0.987183
6612328-52.2025.8.07.7355,DF,1,1,1,1,1,1,1,0,0.050052
9931197-57.2025.8.10.1419,MA,1,1,1,1,0,1,1,0,0.027902
3191174-55.2025.8.24.7132,SC,0,1,1,0,1,1,1,0,0.051009
8906553-01.2025.8.01.4355,AC,1,1,0,0,1,1,1,1,0.747980
7754710-01.2025.8.17.3377,PE,1,0,1,1,1,0,1,0,0.644981
5771413-55.2025.8.27.2372,TO,1,0,1,0,0,1,0,0,0.764585
8891897-00.2025.8.16.5011,PR,1,1,1,1,1,1,1,0,0.032458
8800852-19.2025.8.15.9529,PB,0,1,1,0,0,1,1,0,0.051059
6349709-05.2025.8.12.6713,MS,1,0,1,1,0,1,1,1,0.437682
2941165-87.2025.8.07.2460,DF,0,1,1,0,0,1,1,0,0.066483
5429523-75.2025.8.08.5711,ES,1,0,0,0,1,1,1,1,0.988604
7383003-18.2025.8.06.9997,CE,1,0,1,1,1,0,1,0,0.604279
6875010-46.2025.8.14.1031,PA,1,1,1,1,0,0,1,0,0.058078
9374576-00.2025.8.25.9561,SE,0,1,1,1,1,1,1,0,0.017404
7906274-61.2025.8.10.7639,MA,1,1,1,1,1,1,1,0,0.029568
2075579-37.2025.8.09.6335,GO,1,0,1,0,1,0,1,1,0.893062
9943351-08.2025.8.01.1782,AC,1,1,1,1,1,1,1,0,0.038008
3791580-41.2025.8.22.8471,RO,1,0,1,0,1,0,0,1,0.834949
6850612-42.2025.8.01.7376,AC,0,1,1,0,1,1,1,1,0.048055
7337111-97.2025.8.19.4672,RJ,1,1,0,1,1,1,1,0,0.549485
9915138-29.2025.8.12.7879,MS,1,0,1,0,1,1,1,1,0.742684
2633490-60.2025.8.17.7852,PE,1,1,1,0,1,1,1,0,0.153569
9853336-25.2025.8.18.1733,PI,0,1,1,1,1,1,1,0,0.010908
7881712-85.2025.8.12.9702,MS,0,1,1,1,1,1,1,0,0.012464
4497991-34.2025.8.22.2750,RO,1,1,1,0,0,1,1,0,0.115280
7404321-12.2025.8.18.8978,PI,1,1,1,0,1,0,1,1,0.163174
4220322-39.2025.8.05.8788,BA,0,1,1,1,0,0,1,0,0.030521
9470423-67.2025.8.20.7031,RN,1,1,1,1,0,1,1,0,0.036184
1938955-26.2025.8.06.6581,CE,1,0,1,1,0,1,1,0,0.488189
8852725-27.2025.8.02.1021,AL,1,1,1,1,1,0,1,0,0.078426
3148993-58.2025.8.27.8776,TO,0,1,1,1,1,1,1,0,0.012865
8409772-18.2025.8.04.5688,AM,0,1,1,1,1,1,0,0,0.035756
7832466-43.2025.8.03.9291,AP,1,1,1,1,1,0,1,0,0.153220
8688916-21.2025.8.21.3038,RS,1,0,1,0,1,1,1,1,0.844456
9695902-17.2025.8.04.9121,AM,1,1,1,1,0,1,1,0,0.088839
8086836-92.2025.8.15.3168,PB,1,1,0,1,0,1,1,0,0.459620
3202436-44.2025.8.21.4564,RS,1,1,1,1,0,1,1,0,0.062206
4515809-76.2025.8.27.2269,TO,1,0,1,0,1,1,1,1,0.759004
9552681-46.2025.8.09.8956,GO,1,0,1,0,1,1,1,0,0.823404
9221805-53.2025.8.02.9493,AL,1,0,1,1,1,1,0,1,0.520777
5518240-12.2025.8.14.1553,PA,1,0,1,1,1,1,1,1,0.485510
4858244-64.2025.8.03.9108,AP,1,0,0,0,1,0,1,1,0.996521
4350899-99.2025.8.11.9911,MT,0,1,1,0,1,1,1,0,0.045210
4687149-56.2025.8.24.4639,SC,1,1,1,1,1,1,1,1,0.040931
2748037-26.2025.8.06.2700,CE,1,0,0,1,1,0,1,1,0.969228
3435500-98.2025.8.06.3655,CE,0,0,1,0,1,1,1,0,0.550170
6725908-41.2025.8.09.6903,GO,1,1,1,1,0,0,1,0,0.093354
3225213-35.2025.8.08.0310,ES,1,1,1,1,1,1,1,0,0.055833
9374185-91.2025.8.04.6800,AM,1,0,1,1,0,1,1,1,0.677185
7644174-51.2025.8.21.9719,RS,0,0,1,1,1,1,1,0,0.351937
6487141-35.2025.8.27.9613,TO,1,0,1,0,1,0,1,1,0.831381
4250462-36.2025.8.22.0753,RO,1,1,1,1,1,1,1,0,0.036085
6001155-54.2025.8.15.6673,PB,0,1,1,1,0,1,1,0,0.014423
3651744-27.2025.8.20.3049,RN,1,1,1,0,1,0,1,0,0.178000
1302193-46.2025.8.12.2402,MS,1,1,1,1,1,1,1,0,0.034311
4435474-01.2025.8.15.8659,PB,1,1,1,1,1,1,0,0,0.046220
4170361-45.2025.8.26.2407,SP,1,1,1,0,0,0,1,0,0.207956
3210351-69.2025.8.12.0422,MS,0,1,0,0,0,0,1,1,0.590596
6663669-14.2025.8.18.7772,PI,0,1,1,1,1,0,1,0,0.018037
3167971-65.2025.8.15.2367,PB,1,1,1,1,1,0,1,0,0.067739
7049904-88.2025.8.03.6058,AP,0,1,1,1,0,1,1,0,0.035031
6470782-10.2025.8.08.9086,ES,0,1,1,1,0,1,1,0,0.019027
5436835-94.2025.8.14.8150,PA,1,0,1,0,0,0,1,1,0.844672
1574308-27.2025.8.06.5211,CE,1,0,1,1,0,1,1,1,0.460607
3618797-64.2025.8.15.3587,PB,1,0,1,1,1,0,1,1,0.614913
5246438-46.2025.8.24.8342,SC,0,0,0,1,1,1,1,1,0.869417
9261622-96.2025.8.06.6795,CE,1,0,1,0,1,1,1,0,0.763720
2767331-86.2025.8.24.2465,SC,1,1,1,1,1,1,1,0,0.040024
4970877-73.2025.8.25.8063,SE,1,0,1,0,1,1,1,1,0.774650
2401064-77.2025.8.06.9622,CE,1,1,1,0,0,0,1,0,0.206985
6538554-90.2025.8.10.9048,MA,1,1,0,1,1,1,1,1,0.372125
8751120-80.2025.8.12.5554,MS,1,1,1,0,1,1,1,0,0.116576
4798491-11.2025.8.05.0533,BA,1,1,1,0,1,1,0,0,0.173902
8485625-78.2025.8.26.5940,SP,1,0,0,0,0,1,1,1,0.986220
9558138-29.2025.8.26.2502,SP,1,1,0,1,1,1,0,1,0.493936
7987096-54.2025.8.13.3081,MG,0,1,1,1,1,1,0,0,0.017776
6041166-75.2025.8.12.8890,MS,1,0,1,0,1,1,1,1,0.734939
5580164-40.2025.8.08.0034,ES,1,1,1,1,0,1,1,0,0.052281
2000667-86.2025.8.08.2690,ES,1,0,1,0,1,1,0,1,0.820967
4471256-59.2025.8.09.4838,GO,1,1,1,0,1,1,1,0,0.187439
1887533-52.2025.8.22.1736,RO,1,1,1,1,1,1,1,0,0.034329
3340963-83.2025.8.25.5865,SE,0,0,1,1,0,1,1,1,0.269166
3049996-47.2025.8.22.3540,RO,1,0,1,1,1,1,0,0,0.449446
4929874-40.2025.8.03.6729,AP,0,1,1,1,1,0,1,0,0.060942
1634057-02.2025.8.05.4723,BA,1,1,1,1,1,1,1,0,0.051133
2909083-47.2025.8.16.3372,PR,1,1,1,1,0,0,0,0,0.054724
3305072-44.2025.8.11.8113,MT,1,1,1,1,1,0,1,0,0.054245
3351246-90.2025.8.05.5139,BA,0,0,1,0,1,1,1,1,0.606846
1509418-29.2025.8.25.2459,SE,1,0,1,0,1,1,1,1,0.774650
9202898-78.2025.8.14.9559,PA,1,1,1,1,1,1,1,0,0.043664
5058268-62.2025.8.12.1986,MS,0,1,1,1,1,1,1,0,0.012440
2429254-78.2025.8.13.4017,MG,1,0,0,0,1,0,1,1,0.992662
2902334-06.2025.8.18.5013,PI,0,1,1,0,1,1,0,0,0.041098
2539163-22.2025.8.26.0647,SP,1,1,1,0,0,1,1,0,0.130160
1922042-89.2025.8.27.4507,TO,1,0,1,0,1,0,1,1,0.822852
4066180-27.2025.8.13.2622,MG,1,1,1,1,1,1,1,0,0.046016
5548457-60.2025.8.26.2140,SP,0,1,0,0,1,1,0,1,0.555888
8563947-03.2025.8.01.9282,AC,1,1,1,1,1,1,1,0,0.034132
1576991-33.2025.8.12.5633,MS,1,0,0,0,0,0,1,1,0.989122
3510945-00.2025.8.16.1032,PR,0,1,1,1,1,1,1,0,0.011562
9571062-88.2025.8.19.1378,RJ,0,0,0,1,1,1,1,1,0.910936
9845926-68.2025.8.20.4807,RN,0,1,1,0,1,1,0,0,0.045982
5556108-34.2025.8.27.0441,TO,0,1,1,1,1,1,1,0,0.013282
3911412-19.2025.8.04.9019,AM,1,1,1,1,1,1,1,0,0.093240
8726633-36.2025.8.09.3198,GO,1,0,1,0,0,1,1,1,0.830160
3460717-67.2025.8.18.1476,PI,1,1,1,1,1,1,1,0,0.032043
